Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Size_3,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDZ33,10.195,0.9205531395941438,Snack Foods,146.5076,OUT018,2009,1330.2684,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDO23,17.85,0.9065995816970032,Breads,93.8436,OUT035,2004,1418.154,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDN34,15.6,0.8937666624761711,Snack Foods,167.1132,OUT035,2004,2874.9244,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDL39,16.1,0.9982659072399279,Dairy,182.1318,OUT013,1987,2345.6134,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDT28,13.3,1.0001848243372815,Frozen Foods,151.6708,OUT049,1999,3912.2408,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDH33,12.85,0.9196398452139638,Snack Foods,45.9428,OUT018,2009,1274.3412,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDA34,11.5,1.0045293107781674,Starchy Foods,171.808,OUT017,2007,5712.564,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDZ56,16.25,0.8889065271244515,Fruits and Vegetables,166.4474,OUT035,2004,5390.3168,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
DRH23,14.65,0.8807227513110374,Hard Drinks,54.0614,OUT017,2007,1160.4894,6,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
NCO18,13.15,0.9984803104305091,Household,177.4686,OUT035,2004,5510.8266,9,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
DRG27,8.895,0.8333333333333334,Dairy,42.0138,OUT018,2009,568.5932,4,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
FDM28,15.7,1.3521215617486662,Frozen Foods,181.366,OUT010,1998,179.766,15,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
NCY41,16.75,1.5259912793105699,Health and Hygiene,35.7532,OUT010,1998,143.8128,15,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
FDD21,10.3,1.1232598511745744,Fruits and Vegetables,114.4176,OUT035,2004,2633.9048,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDD44,8.05,1.02788957024297,Fruits and Vegetables,257.1646,OUT049,1999,6183.9504,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDP16,18.6,0.8794951529106317,Frozen Foods,246.6802,OUT046,1997,2702.4822,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDQ37,20.75,0.8821560879310963,Breakfast,193.4478,OUT046,1997,4843.695,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
NCY05,13.5,1.0011476903846142,Health and Hygiene,37.0874,OUT045,2002,952.7598,11,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
NCE07,8.18,0.916949593257175,Household,142.0154,OUT035,2004,1985.4156,9,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
DRI51,17.25,0.9055015727641569,Dairy,173.3764,OUT035,2004,2061.3168,9,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NCI31,20.0,0.8323192531918866,Others,35.519,OUT045,2002,1025.332,11,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
FDK60,16.5,0.8,Baking Goods,96.2068,OUT046,1997,3013.4108,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDY12,9.8,0.8896433092712341,Baking Goods,49.8008,OUT046,1997,809.6128,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDO38,17.25,0.9998609311951125,Canned,76.0986,OUT049,1999,623.1888,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDP11,15.85,0.8485120331075454,Breads,218.7166,OUT035,2004,1088.583,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDC21,14.6,1.360731777693392,Fruits and Vegetables,108.4254,OUT019,1985,217.0508,28,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
NCF54,18.0,0.8592637644599432,Household,172.6422,OUT017,2007,2931.5174,6,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
FDC35,7.435,0.8946278475691621,Starchy Foods,207.5638,OUT027,1985,4555.4036,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDV43,16.0,1.0007645972815022,Fruits and Vegetables,46.2086,OUT049,1999,490.6946,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
DRE12,4.59,1.0310591558197886,Soft Drinks,111.686,OUT049,1999,1584.604,14,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
DRE27,11.85,0.8979458999685517,Dairy,97.2726,OUT013,1987,782.9808,26,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
DRC36,13.0,1.0364604575293577,Soft Drinks,173.7054,OUT027,1985,5778.4782,28,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
FDZ38,17.6,0.8839393003271567,Dairy,174.0422,OUT027,1985,5173.266,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
NCW42,18.2,0.7820577480084081,Household,220.7456,OUT017,2007,4420.912,6,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
NCZ18,7.825,0.9081258600879153,Household,255.5698,OUT045,2002,1522.0188,11,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
FDL13,13.85,1.4526352530605653,Breakfast,232.73,OUT019,1985,932.12,28,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
NCN18,8.895,1.045798366239342,Household,113.3544,OUT018,2009,1006.6896,4,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
FDI41,18.5,0.9221891512355774,Frozen Foods,148.6418,OUT017,2007,1765.7016,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDV22,14.85,0.8966138147855162,Snack Foods,157.463,OUT013,1987,2503.408,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
NCB43,20.2,1.0222153687896365,Household,187.8898,OUT027,1985,7296.5022,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
FDQ46,7.51,0.9980249835899546,Snack Foods,110.1544,OUT035,2004,2684.5056,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDC44,15.6,0.8571428571428571,Fruits and Vegetables,111.9518,OUT049,1999,2163.1842,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDB22,8.02,0.8813028058214424,Snack Foods,154.3998,OUT035,2004,3383.5956,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDV23,11.0,0.8710347038001668,Breads,124.4046,OUT045,2002,2241.0828,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDK10,5.785,0.9943885509988807,Snack Foods,181.166,OUT027,1985,3415.554,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDF05,17.5,1.0010958868788233,Frozen Foods,264.391,OUT045,2002,5259.82,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDL33,7.235,0.9070057595747908,Snack Foods,193.8452,OUT046,1997,1957.452,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDD20,14.15,0.9954126054039716,Fruits and Vegetables,126.4046,OUT027,1985,5353.6978,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
NCM54,17.7,0.8654926842590562,Household,125.6678,OUT027,1985,4832.3764,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
FDW48,18.0,1.0205331629173902,Baking Goods,81.0618,OUT017,2007,1450.1124,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
DRF36,16.1,0.9023205632129924,Soft Drinks,189.0846,OUT018,2009,5350.3688,4,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NCM06,7.475,0.9130599656926742,Household,155.2656,OUT045,2002,2934.8464,11,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
NCA54,16.5,1.4321268615440537,Household,178.7318,OUT010,1998,360.8636,15,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
FDT46,11.35,0.8258567549142927,Snack Foods,49.8008,OUT045,2002,708.4112,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDH20,16.1,1.0270140760409494,Fruits and Vegetables,95.441,OUT035,2004,2220.443,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDT38,18.7,0.9994772464321017,Dairy,83.1566,OUT045,2002,1606.5754,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
NCI17,8.645,1.0010131164959315,Health and Hygiene,96.641,OUT045,2002,868.869,11,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
FDO40,17.1,0.9032521355098879,Frozen Foods,147.1392,OUT017,2007,2237.088,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDP12,9.8,0.9981932463834717,Baking Goods,36.9874,OUT046,1997,705.748,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDI44,16.1,0.9947753556304872,Fruits and Vegetables,75.2328,OUT027,1985,1544.656,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDB21,7.475,0.8333333333333333,Fruits and Vegetables,242.9854,OUT027,1985,6767.1912,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDG16,15.25,0.8869300882194779,Frozen Foods,213.7192,OUT013,1987,1078.596,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
NCZ42,10.5,1.0459401833907334,Household,236.5248,OUT017,2007,4029.4216,6,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
NCJ30,5.82,0.9382337546023289,Household,170.379,OUT017,2007,1018.674,6,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
FDV49,10.0,0.9995627519121483,Canned,263.2226,OUT046,1997,3700.5164,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
NCO43,5.5,0.8333333333333334,Others,103.1016,OUT045,2002,2024.032,11,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
NCF18,18.35,1.4749114735477173,Household,191.9504,OUT010,1998,767.0016,15,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
NCX41,19.0,0.8571428571428571,Health and Hygiene,211.0244,OUT010,1998,1482.0708,15,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
FDY11,6.71,0.9970834218535125,Baking Goods,67.5142,OUT013,1987,593.2278,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDU46,10.3,0.9131894017095897,Snack Foods,88.254,OUT049,1999,1125.202,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
NCI18,18.35,1.0001428504376566,Household,222.7746,OUT049,1999,1570.6222,14,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
FDL38,13.8,0.8307129227738663,Canned,90.9172,OUT035,2004,2141.2128,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDY60,10.5,0.8959932320052595,Baking Goods,144.8128,OUT017,2007,2157.192,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDF53,20.75,1.001421182102381,Frozen Foods,178.7318,OUT049,1999,3428.2042,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
NCM05,6.825,0.8045806052567487,Health and Hygiene,263.7226,OUT027,1985,6872.3876,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
FDR13,9.895,1.002470908339347,Canned,117.8492,OUT018,2009,1506.0396,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDA49,19.7,1.4155717535638817,Canned,89.0198,OUT019,1985,174.4396,28,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDY52,6.365,1.5650106928826153,Frozen Foods,59.3536,OUT019,1985,122.5072,28,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDL02,20.0,1.4739231554496104,Canned,107.1622,OUT019,1985,211.7244,28,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDO24,11.1,0.9175322881848725,Baking Goods,156.7604,OUT013,1987,1901.5248,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDM08,10.1,0.9163525059296074,Fruits and Vegetables,223.7088,OUT035,2004,2684.5056,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDJ02,17.2,1.4719716788380908,Canned,147.2418,OUT019,1985,294.2836,28,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDW40,14.0,0.8586082749519324,Frozen Foods,143.9812,OUT018,2009,1139.8496,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDT46,11.35,0.8201941207899821,Snack Foods,50.5008,OUT027,1985,1012.016,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDY08,9.395,0.8601535095223153,Fruits and Vegetables,139.9838,OUT017,2007,1966.7732,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDM21,20.2,0.9943207235354347,Snack Foods,256.1646,OUT027,1985,7472.2734,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDH26,19.25,0.9949026910801637,Canned,142.2496,OUT027,1985,2399.5432,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
NCM42,6.13,0.9979565225483169,Household,110.0912,OUT049,1999,1637.868,14,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
FDW13,8.5,0.8745633880114023,Canned,51.1324,OUT035,2004,1350.2424,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDN04,11.800000000000002,1.014860963919291,Frozen Foods,178.1344,OUT027,1985,3747.1224,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
NCD07,9.1,0.6666666666666666,Household,114.4518,OUT046,1997,1593.9252,16,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
FDB34,15.25,1.5251820838403425,Snack Foods,85.3198,OUT010,1998,261.6594,15,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDD09,13.5,0.8571428571428572,Fruits and Vegetables,179.9976,OUT013,1987,4889.6352,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
DRH59,10.8,0.7500000000000001,Hard Drinks,72.338,OUT049,1999,805.618,14,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
DRN36,15.2,0.8774210625302126,Soft Drinks,95.3752,OUT035,2004,1438.128,9,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
DRA24,19.35,0.8354597461461367,Soft Drinks,164.6868,OUT017,2007,1146.5076,6,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
FDY36,12.3,0.883894671424608,Baking Goods,74.238,OUT027,1985,1171.808,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDG34,11.5,0.9107366910334534,Snack Foods,106.9254,OUT013,1987,3038.7112,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDK43,9.8,0.892152119441733,Meat,127.302,OUT017,2007,2277.036,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
NCM06,7.475,0.9163661940807408,Household,156.4656,OUT017,2007,2008.0528,6,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
FDK22,9.8,0.8846673787661793,Snack Foods,215.685,OUT018,2009,649.155,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDF21,10.3,0.9546719098281267,Fruits and Vegetables,188.353,OUT027,1985,4364.319,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDO33,14.75,1.0,Snack Foods,115.3518,OUT018,2009,1821.6288,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
NCO43,5.5,1.0452336920276886,Others,100.0016,OUT017,2007,708.4112,6,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
FDX15,17.2,0.9998501529722532,Meat,159.6578,OUT035,2004,3048.6982,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDS10,19.2,0.8556865675279693,Snack Foods,181.3318,OUT046,1997,1443.4544,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDD46,6.035,1.4153076239581857,Snack Foods,152.3998,OUT019,1985,153.7998,28,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDV22,14.85,0.9010160239528863,Snack Foods,155.763,OUT018,2009,3129.26,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
NCR29,7.565,1.0038050567901076,Health and Hygiene,58.393,OUT018,2009,509.337,4,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
FDU34,18.25,1.0045873942770749,Snack Foods,123.8046,OUT017,2007,3486.1288,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDZ35,9.6,1.0238439898773817,Breads,104.799,OUT018,2009,1341.587,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDA26,7.855,0.8779499647563961,Dairy,218.4482,OUT035,2004,4819.0604,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDP38,10.1,0.8859891398772054,Canned,52.2008,OUT017,2007,759.012,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDT22,10.395,0.9992863444077023,Snack Foods,58.022,OUT035,2004,659.142,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDA50,16.25,0.8535158061642909,Dairy,94.941,OUT017,2007,1737.738,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDY10,17.6,0.9985902857918646,Snack Foods,115.6176,OUT046,1997,2519.3872,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDC09,15.5,0.8819707775432907,Fruits and Vegetables,100.8332,OUT045,2002,1537.998,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDT19,7.59,1.0036757966284977,Fruits and Vegetables,172.808,OUT018,2009,2250.404,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDO34,17.7,0.9070812508347407,Snack Foods,167.2816,OUT027,1985,5704.5744,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
NCV54,11.1,0.9090080860266144,Household,119.6124,OUT049,1999,2251.7356,14,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
FDH57,10.895,0.9070388688913917,Fruits and Vegetables,131.4284,OUT027,1985,5404.9644,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDA28,16.1,0.8984062187308689,Frozen Foods,127.4362,OUT046,1997,2265.0516,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDB05,5.155,0.8425339572259664,Frozen Foods,246.0776,OUT046,1997,990.7104,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDK45,11.65,1.55459452672399,Seafood,111.586,OUT019,1985,339.558,28,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
DRH01,17.5,1.5215139944270708,Soft Drinks,173.0738,OUT019,1985,347.5476,28,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
FDY52,6.365,0.8938469341835927,Frozen Foods,62.8536,OUT046,1997,796.2968,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDR48,11.65,0.7999999999999999,Baking Goods,152.6024,OUT035,2004,303.6048,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDY15,18.25,0.9019898490614636,Dairy,154.463,OUT035,2004,2190.482,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDM51,11.8,1.0284801877753222,Meat,102.2674,OUT049,1999,2444.8176,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDR43,18.2,0.922127749957788,Fruits and Vegetables,37.619,OUT046,1997,366.19,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDW09,13.65,0.9110130665644492,Snack Foods,81.1302,OUT013,1987,792.302,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDV44,8.365,1.000184833360119,Fruits and Vegetables,191.3188,OUT049,1999,1713.7692,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
DRH37,17.6,1.5542369353946175,Soft Drinks,165.2526,OUT019,1985,822.263,28,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
FDZ47,20.7,1.0441938220428775,Baking Goods,99.8042,OUT049,1999,1488.063,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
NCP43,17.75,0.8685405812999598,Others,180.366,OUT046,1997,2336.958,16,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
FDL26,18.0,1.0024590748522448,Canned,157.3972,OUT018,2009,778.986,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
DRM35,9.695,1.0049899012678511,Hard Drinks,177.7344,OUT017,2007,1605.9096,6,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
FDM39,6.42,0.8848414478081436,Dairy,178.3002,OUT018,2009,2328.3026,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
DRD15,10.6,0.8323254991828726,Dairy,233.9642,OUT045,2002,3717.8272,11,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
NCK06,5.03,1.4760202983494453,Household,122.0756,OUT010,1998,121.1756,15,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
FDV04,7.825,0.9143170747492129,Frozen Foods,156.9288,OUT045,2002,1571.288,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDG46,8.63,0.8044304853683685,Snack Foods,112.1518,OUT027,1985,5351.0346,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDO19,17.7,0.935105931360115,Fruits and Vegetables,50.2034,OUT049,1999,1166.4816,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
NCN05,8.235,0.9993688281716903,Health and Hygiene,182.295,OUT049,1999,3661.9,14,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
DRA12,11.6,0.75,Soft Drinks,141.6154,OUT045,2002,3829.0158,11,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
FDJ02,17.2,0.8420153690240214,Canned,149.1418,OUT049,1999,1177.1344,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
NCK17,11.0,1.0299231741952213,Health and Hygiene,38.948,OUT045,2002,519.324,11,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
FDO58,19.6,0.9992070328316406,Snack Foods,163.6526,OUT013,1987,1151.1682,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDB22,8.02,0.8828399342675078,Snack Foods,152.6998,OUT049,1999,3383.5956,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDG33,5.365,0.8765027665179559,Seafood,172.7764,OUT045,2002,2233.0932,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDK58,11.35,0.9496696911628109,Snack Foods,101.9016,OUT045,2002,2631.2416,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
DRH49,19.7,1.4731422342606413,Soft Drinks,82.8592,OUT019,1985,165.1184,28,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
FDT43,16.35,0.9106379865707862,Fruits and Vegetables,51.2324,OUT046,1997,571.2564,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
NCR38,17.25,0.8889642947877868,Household,253.4724,OUT049,1999,6040.1376,14,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
DRI39,13.8,0.8803487558457069,Dairy,57.493,OUT035,2004,1358.232,9,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NCZ05,8.485,0.7998807910754875,Health and Hygiene,104.499,OUT035,2004,1238.388,9,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
FDU21,11.8,0.9019799626531979,Snack Foods,32.3558,OUT013,1987,169.779,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
NCP54,15.35,0.9987842074338318,Household,122.873,OUT049,1999,2832.979,14,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
